,nearest10hz,inletNumber,P,T,CH4,H2O,C2H6,R,C1C2,raw_CH4,raw_H2O,raw_C2H6,raw_R,raw_C1C2,batteryCharge,powerInput,current,SOC,Latitude,Longitude,Velocity,Bearing,wind_deviceID,windReference,avg_wind_x,avg_wind_y,avg_windSpeed,avg_windAngle,atmosphericPressure,airTemperature,jointime
1,1612466746.1,0.0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1.0,-0.894025,-859.698,16.7423,0.180162,-1.0,12300.0,14773.0,257.0,90.0,40.59462945272734,-105.14027414489651,0.0019391483273786965,3.791041937163897,35.0,250.0,3.0133839700466707,-6.9334275038360005,7.559953697072737,-1.1608084554222518,8360.0,275.25,1612466746.1
2,1612466746.2,0.0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1.0,-0.894025,-859.698,16.7423,0.180162,-1.0,12300.0,14773.0,257.0,90.0,40.594629444394,-105.14027414211874,0.004779228868481256,2.89369026524021,35.0,250.0,3.1430283824332603,-7.094996306356964,7.76,-1.153785307179586,8360.0,275.25,1612466746.2
3,1612466746.3,0.0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1.0,-0.894025,-859.698,16.7423,0.180162,-1.0,12300.0,14773.0,257.0,90.0,40.594629444394,-105.14027414211874,0.0056163776659427555,5.294698002187134,35.0,250.0,3.295935851533859,-7.201611407356952,7.92,-1.141585307179586,8360.0,275.25,1612466746.3
4,1612466746.4,0.0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1.0,-0.894025,-859.698,16.7423,0.180162,-1.0,12300.0,14773.0,257.0,90.0,40.59462944994956,-105.14027415322985,0.0035180831100435094,4.71238898038469,35.0,250.0,3.2913584976768178,-7.258640316186675,7.969999999999999,-1.145085307179586,8360.0,275.25,1612466746.4
5,1612466746.5,0.0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1.0,-0.894025,-859.698,16.7423,0.180162,-1.0,12300.0,14773.0,257.0,90.0,40.594629444394,-105.14027415045209,0.0015443775570083986,3.141592653589793,35.0,250.0,3.2811261085519434,-7.3728631792390384,8.07,-1.1520853071795865,8360.0,275.25,1612466746.5
6,1612466746.6,0.0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1.0,-0.8868219999999999,-855.071,17.7119,0.187802,-1.0,12298.0,14739.0,253.0,90.0,40.594629447171776,-105.14027415322985,0.0023453827406410208,4.71238898038469,35.0,250.0,3.2501891292523566,-7.441147130926106,8.120000000000001,-1.1589853071795864,8360.0,275.25,1612466746.6
7,1612466746.7,0.0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1.0,-0.8868219999999999,-855.071,17.7119,0.187802,-1.0,12298.0,14739.0,253.0,90.0,40.594629444394,-105.14027415600764,0.0011726883705777981,1.5707963267948966,35.0,250.0,2.9878116119818805,-7.550323289191414,8.120000000000001,-1.1939853071795865,8360.0,275.25,1612466746.7
8,1612466746.8,0.0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1.0,-0.8868219999999999,-855.071,17.7119,0.187802,-1.0,12298.0,14739.0,253.0,90.0,40.594629447171776,-105.14027415045209,0.004681592889747427,0.8502914951713134,35.0,250.0,2.8384041849864086,-7.554360441668881,8.07,-1.211385307179586,8360.0,275.25,1612466746.8
9,1612466746.9,0.0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1.0,-0.8868219999999999,-855.071,17.7119,0.187802,-1.0,12298.0,14739.0,253.0,90.0,40.59462944994956,-105.14027414767428,0.004070411696235315,6.056314522831331,35.0,250.0,2.6957478631419485,-7.659461042290484,8.120000000000001,-1.232385307179585,8360.0,275.25,1612466746.9
10,1612466747.0,0.0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1.0,-0.8868219999999999,-855.071,17.7119,0.187802,-1.0,12298.0,14739.0,253.0,90.0,40.59462945430539,-105.14027415262078,0.003328478773177391,4.510625388727862,35.0,250.0,2.625065705397186,-7.736707167263275,8.169920914527593,-1.2436853071795866,8360.0,275.25,1612466747.1
