Z1,EW1,NS1,Z2,EW2,NS2,Z3,EW3,NS3,Z4,EW4,NS4,Z5,EW5,NS5,Timestamp,nearest10hz,X,inletNumber,P,T,CH4,H2O,C2H6,R,C1C2,raw_CH4,raw_H2O,raw_C2H6,raw_R,raw_C1C2,batteryCharge,powerInput,current,SOC,Latitude,Longitude,Velocity,Bearing,wind_deviceID,windReference,avg_wind_x,avg_wind_y,avg_windSpeed,avg_windAngle,atmosphericPressure,airTemperature,jointime
NAN,NAN,NAN,-0.15,-2.65,-1.11,-0.53,-2.98,-0.39,0.07,-4.97,-1.05,-0.11,-7.17,-2.76,2021-02-04 12:25:46.099,1612466746.1,1,0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1,-0.894025,-859.698,16.7423,0.180162,-1,12300,14773,257,90,40.59462945272734,-105.14027414489651,0.0019391483273786965,3.791041937163897,35,250,3.0133839700466707,-6.9334275038360005,7.559953697072737,-1.1608084554222518,8360,275.25,1612466746.1
NAN,NAN,NAN,-0.27,-2.38,-1.72,-1.07,-2.92,0.07,-0.42,-4.98,-1.31,-0.39,-5.92,-3.32,2021-02-04 12:25:46.200,1612466746.2,2,0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1,-0.894025,-859.698,16.7423,0.180162,-1,12300,14773,257,90,40.594629444394,-105.14027414211874,0.004779228868481256,2.89369026524021,35,250,3.1430283824332603,-7.094996306356964,7.76,-1.153785307179586,8360,275.25,1612466746.2
NAN,NAN,NAN,-0.54,-2.4,-0.17,-0.5,-4,0.51,-0.56,-5,-1.72,-0.02,-6.3,-2.8,2021-02-04 12:25:46.299,1612466746.3,3,0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1,-0.894025,-859.698,16.7423,0.180162,-1,12300,14773,257,90,40.594629444394,-105.14027414211874,0.0056163776659427555,5.294698002187134,35,250,3.295935851533859,-7.201611407356952,7.92,-1.141585307179586,8360,275.25,1612466746.3
NAN,NAN,NAN,-0.91,-2.29,0.59,-1.29,-1.95,-0.44,-0.59,-5.54,-2.23,0.01,-6.72,-3.18,2021-02-04 12:25:46.400,1612466746.4,4,0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1,-0.894025,-859.698,16.7423,0.180162,-1,12300,14773,257,90,40.59462944994956,-105.14027415322985,0.0035180831100435094,4.71238898038469,35,250,3.2913584976768178,-7.258640316186675,7.969999999999999,-1.145085307179586,8360,275.25,1612466746.4
NAN,NAN,NAN,-0.34,-2.16,-0.97,-1.8,-3.92,-1.34,0.24,-5.17,-1.78,-0.17,-6.38,-1.41,2021-02-04 12:25:46.500,1612466746.5,5,0,240.005,15.8947,-0.887573,-844.957,16.6433,0.00990083,-1,-0.894025,-859.698,16.7423,0.180162,-1,12300,14773,257,90,40.594629444394,-105.14027415045209,0.0015443775570083986,3.141592653589793,35,250,3.2811261085519434,-7.3728631792390384,8.07,-1.1520853071795865,8360,275.25,1612466746.5
NAN,NAN,NAN,0.38,-2.05,-1.07,-0.24,-4.54,-1.56,0.58,-5.74,-2.55,-0.18,-6.4,-2.52,2021-02-04 12:25:46.599,1612466746.6,6,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.594629447171776,-105.14027415322985,0.0023453827406410208,4.71238898038469,35,250,3.2501891292523566,-7.441147130926106,8.120000000000001,-1.1589853071795864,8360,275.25,1612466746.6
NAN,NAN,NAN,-0.28,-3.57,-1.02,-0.3,-5.49,-2.69,0.11,-5.15,-2.95,-0.25,-6.42,-2.12,2021-02-04 12:25:46.700,1612466746.7,7,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.594629444394,-105.14027415600764,0.0011726883705777981,1.5707963267948966,35,250,2.9878116119818805,-7.550323289191414,8.120000000000001,-1.1939853071795865,8360,275.25,1612466746.7
NAN,NAN,NAN,0.58,-5.78,-1.21,-0.07,-5.19,-2.34,0.09,-6.17,-2.71,-0.13,-6.12,-1.82,2021-02-04 12:25:46.799,1612466746.8,8,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.594629447171776,-105.14027415045209,0.004681592889747427,0.8502914951713134,35,250,2.8384041849864086,-7.554360441668881,8.07,-1.211385307179586,8360,275.25,1612466746.8
NAN,NAN,NAN,0.94,-5.84,-1.47,0.27,-6.06,-2.11,0.14,-6.47,-1.72,0.09,-6.21,-1.93,2021-02-04 12:25:46.900,1612466746.9,9,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462944994956,-105.14027414767428,0.004070411696235315,6.056314522831331,35,250,2.6957478631419485,-7.659461042290484,8.120000000000001,-1.232385307179585,8360,275.25,1612466746.9
NAN,NAN,NAN,0.29,-5.79,-2.13,0.34,-5.82,-1.22,0.26,-6.1,-1.89,0.48,-5.77,-1.75,2021-02-04 12:25:47.000,1612466747,10,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462945430539,-105.14027415262078,0.003328478773177391,4.510625388727862,35,250,2.625065705397186,-7.736707167263275,8.169920914527593,-1.2436853071795866,8360,275.25,1612466747.1
NAN,NAN,NAN,-0.17,-5.56,-2.11,-0.09,-5.84,-1.6,0.27,-5.88,-2.59,-0.06,-5.77,-2.66,2021-02-04 12:25:47.099,1612466747.1,11,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462944874983,-105.14027415539856,0.003518089108909976,4.71238898038469,35,250,2.625065705397186,-7.736707167263275,8.169920914527593,-1.2436853071795866,8360,275.25,1612466747.1
NAN,NAN,NAN,0.11,-3.62,-2.69,0.26,-6.01,-2.02,0.06,-6.17,-2.39,-0.24,-6.08,-2.46,2021-02-04 12:25:47.200,1612466747.2,12,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462945430539,-105.14027416095414,0.003303876131674521,5.9203294830455935,35,250,2.5967797644102246,-7.8095860873127965,8.23,-1.2497853071795861,8360,275.25,1612466747.2
NAN,NAN,NAN,-1.16,-4.51,-0.46,-0.28,-5.69,-2.01,0.23,-6.23,-2.32,0.05,-6.21,-2.45,2021-02-04 12:25:47.299,1612466747.3,13,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462945430539,-105.14027415817634,0.0015443757159673238,3.141592653589793,35,250,2.556134991387691,-7.822983695867163,8.23,-1.2549853071795865,8360,275.25,1612466747.3
NAN,NAN,NAN,0.37,-3.35,-0.18,-0.31,-5.61,-1.82,-0.17,-6.05,-2.23,-0.29,-6.2,-2.28,2021-02-04 12:25:47.400,1612466747.4,14,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462945152761,-105.14027416095414,0.003878302947032294,2.492144748718548,35,250,2.5235169273475533,-7.770505924159016,8.17,-1.256785307179585,8360,275.25,1612466747.4
NAN,NAN,NAN,-0.23,-3.53,-1.19,0.02,-5.84,-1.68,0.24,-6.2,-2.15,-0.49,-6.15,-2.65,2021-02-04 12:25:47.500,1612466747.5,15,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462944874983,-105.14027415262078,0.004938476269305001,1.8888542973555054,35,250,2.467880055011449,-7.735888315770639,8.120000000000001,-1.2619853071795861,8360,275.25,1612466747.5
NAN,NAN,NAN,-0.09,-4.06,-0.92,0.03,-5.74,-1.86,0.18,-6.12,-2.36,0.01,-6.26,-2.31,2021-02-04 12:25:47.599,1612466747.6,16,0,239.99099999999999,15.8991,-0.888782,-841.837,17.192999999999998,0.0251458,-1,-0.8868219999999999,-855.071,17.7119,0.187802,-1,12298,14739,253,90,40.59462944874983,-105.14027414984301,0.003303876131674521,5.9203294830455935,35,250,2.4407893854356812,-7.744478496060566,8.120000000000001,-1.265485307179586,8360,275.25,1612466747.6
NAN,NAN,NAN,-0.15,-3.9,-1.34,0.16,-5.99,-1.9,0.31,-6.52,-2.12,-0.02,-6.17,-2.26,2021-02-04 12:25:47.700,1612466747.7,17,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462945430539,-105.14027415539856,0.002808197435154659,0.9884901975347036,35,250,2.386518679592426,-7.761374143278782,8.120000000000001,-1.2724853071795865,8360,275.25,1612466747.7
NAN,NAN,NAN,-0.32,-3.49,-1.31,0.31,-5.96,-1.64,0.38,-6.44,-1.95,0.58,-5.99,-1.94,2021-02-04 12:25:47.799,1612466747.8,18,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462945152761,-105.14027414428743,0.0030887514319346476,3.141592653589793,35,250,2.3321310348113795,-7.777889484716893,8.120000000000001,-1.2794853071795862,8360,275.25,1612466747.8
NAN,NAN,NAN,0.09,-3.53,-0.59,0.07,-5.84,-1.97,0.38,-6.75,-2.09,-0.26,-6.34,-2.08,2021-02-04 12:25:47.900,1612466747.9,19,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462944874983,-105.14027415539856,0.0025032806294104618,4.21688529861585,35,250,2.2783191928909305,-7.845900946054877,8.17,-1.2881853071795863,8360,275.25,1612466747.9
NAN,NAN,NAN,0.17,-3.38,-0.73,0.01,-6.29,-1.98,0.23,-6.32,-2.19,0.01,-6.63,-2.19,2021-02-04 12:25:48.000,1612466748,20,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462944938677,-105.14027414950384,3.8197391629806897e-4,0.384210182937027,35,250,2.134823421699007,-7.917021807225157,8.199799103509386,-1.3074109173539792,8360,275.25,1612466748.1
NAN,NAN,NAN,0.78,-5.16,-0.94,-0.29,-5.82,-1.59,0,-6.13,-2.52,0.15,-6.33,-2.27,2021-02-04 12:25:48.099,1612466748.1,21,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462944938677,-105.14027415505942,0.005817451274284613,5.6337376781066535,35,250,2.134823421699007,-7.917021807225157,8.199799103509386,-1.3074109173539792,8360,275.25,1612466748.1
NAN,NAN,NAN,0.86,-5.08,-0.53,-0.18,-5.64,-2.02,0.24,-6.21,-2.1,-0.14,-5.97,-2.24,2021-02-04 12:25:48.200,1612466748.2,22,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462945772011,-105.14027415783718,0.0023453947392418507,1.5707963267948966,35,250,2.0301358699156316,-8.027262818027193,8.279999999999998,-1.323085307179585,8360,275.25,1612466748.2
NAN,NAN,NAN,-0.33,-5.11,-0.96,-0.23,-5.55,-1.89,0.16,-5.85,-2.24,0.13,-6.35,-2.25,2021-02-04 12:25:48.299,1612466748.3,23,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462944938677,-105.14027414950384,0.0019391478453348893,0.6494448717168793,35,250,1.9457392488661698,-8.048136354176767,8.28,-1.3335853071795862,8360,275.25,1612466748.3
NAN,NAN,NAN,0,-4.95,-1.07,0.2,-5.55,-2.13,0.62,-5.69,-2.13,0.02,-6.14,-1.83,2021-02-04 12:25:48.400,1612466748.4,24,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462946049789,-105.14027415505942,0.0030887514319346476,0,35,250,1.9457392488661698,-8.048136354176767,8.28,-1.3335853071795862,8360,275.25,1612466748.4
NAN,NAN,NAN,0.04,-5,-1.02,0.4,-4.99,-1.91,0.09,-5.94,-2.14,0.08,-5.63,-2.07,2021-02-04 12:25:48.500,1612466748.5,25,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.594629454942336,-105.14027414950384,0.0023453975347831582,1.5707963267948966,35,250,1.9602227343841707,-8.044620987442691,8.28,-1.331785307179586,8360,275.25,1612466748.5
NAN,NAN,NAN,-0.04,-4.82,-1.72,0.25,-5,-1.83,0.08,-5.75,-2.27,-0.09,-5.94,-1.91,2021-02-04 12:25:48.599,1612466748.6,26,0,240.00799999999998,15.902999999999999,-0.8955700000000001,-858.909,16.7599,0.098647,-1,-0.8912950000000001,-852.628,17.0316,0.199478,-1,12293,14759,252,90,40.59462946049789,-105.14027414950384,0.003878303428814425,5.633736575194468,35,250,1.973895750954448,-8.041276985924808,8.28,-1.3300853071795864,8360,275.25,1612466748.6
NAN,NAN,NAN,-0.51,-4.52,-1.04,0.21,-5.12,-1.9,0.4,-5.48,-1.87,-0.45,-5.55,-1.6,2021-02-04 12:25:48.700,1612466748.7,27,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462946049789,-105.14027415505942,0.0028081974348918505,4.130081273325014,35,250,1.9619513424519806,-7.930929764526406,8.17,-1.3282853071795861,8360,275.25,1612466748.7
NAN,NAN,NAN,-0.56,-4.38,-1.3,-0.12,-4.36,-2.21,-0.48,-5.47,-1.73,-0.37,-5.52,-1.21,2021-02-04 12:25:48.799,1612466748.8,28,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462945772011,-105.14027415505942,0.003088747481498221,3.141592653589793,35,250,1.9341811280095018,-7.93774800331,8.17,-1.331785307179586,8360,275.25,1612466748.8
NAN,NAN,NAN,-0.25,-4.38,-1.83,-0.15,-4.48,-1.85,-0.55,-5.95,-2.55,-0.38,-5.6,-0.99,2021-02-04 12:25:48.900,1612466748.9,29,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.594629454942336,-105.14027415505942,0.004333989127952982,3.1738065278244947,35,250,1.802686891126078,-7.81477574678648,8.019999999999998,-1.3440853071795866,8360,275.25,1612466748.9
NAN,NAN,NAN,-0.08,-4.48,-1.83,-0.22,-4.64,-1.37,-0.08,-5.89,-1.92,-0.03,-6.03,-1.54,2021-02-04 12:25:49.000,1612466749,30,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462944992885,-105.14027415539007,0.0025031889068471303,4.833082446917585,35,250,1.6759894275944744,-7.658736447700477,7.8399735035741145,-1.3553587765075645,8360,275.25,1612466749.1
NAN,NAN,NAN,-0.14,-4.53,-0.5,-0.42,-4.71,-1.61,-0.3,-5.46,-1.8,-0.35,-5.75,-1.47,2021-02-04 12:25:49.099,1612466749.1,31,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.594629455484416,-105.14027416094562,0.001172688370529441,4.71238898038469,35,250,1.6759894275944744,-7.658736447700477,7.8399735035741145,-1.3553587765075645,8360,275.25,1612466749.1
NAN,NAN,NAN,-0.38,-3.63,-3.39,-0.64,-5.38,-1.31,-0.86,-5.23,-2.61,0.11,-6.36,-1.51,2021-02-04 12:25:49.200,1612466749.2,32,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462944992885,-105.14027415816784,0.0030887514319346476,3.141592653589793,35,250,1.6719472389397778,-7.424061720527494,7.61,-1.349285307179586,8360,275.25,1612466749.2
NAN,NAN,NAN,-0.3,-3.92,-2.39,-0.5,-5.63,-2.39,0.2,-5.51,-1.79,-0.59,-6,-1,2021-02-04 12:25:49.299,1612466749.3,33,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462944992885,-105.14027416094562,0.001544379666403751,0,35,250,1.7392351962968782,-7.305830612049677,7.51,-1.337085307179586,8360,275.25,1612466749.3
NAN,NAN,NAN,0.41,-4.5,-1.41,-0.22,-5.43,-1.69,0.49,-5.49,-0.99,-0.09,-5.99,-1.37,2021-02-04 12:25:49.400,1612466749.4,34,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462945270664,-105.14027415816784,0.0023453827404468666,1.5707963267948966,35,250,1.7506953386537398,-7.241378724470643,7.45,-1.3335853071795862,8360,275.25,1612466749.4
NAN,NAN,NAN,0.2,-4.15,-1.67,0.15,-5.06,-1.38,0.33,-5.76,-1.36,0.1,-6.13,-1.17,2021-02-04 12:25:49.500,1612466749.5,35,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462944992885,-105.14027415539007,0.003842141657468902,1.9844518176343073,35,250,1.7389457055084128,-7.19277886725943,7.4,-1.3335853071795862,8360,275.25,1612466749.5
NAN,NAN,NAN,-0.37,-3.77,-0.75,0.13,-4.66,-1.18,0.26,-5.93,-1.78,0.36,-6.07,-1.73,2021-02-04 12:25:49.599,1612466749.6,36,0,239.983,15.9066,-0.8916930000000001,-850.117,16.0262,0.0899934,-1,-0.882344,-855.2310000000001,16.7927,0.0412414,-1,12304,14766,253,90,40.59462944992885,-105.1402741498345,0.0019391546197196998,0.6494448717831062,35,250,1.7137603798398002,-7.1988211090769125,7.4,-1.337085307179586,8360,275.25,1612466749.6
NAN,NAN,NAN,0.02,-4.64,-1.47,-0.06,-4.84,-1.43,0.29,-5.68,-1.5,0.28,-6.02,-1.73,2021-02-04 12:25:49.700,1612466749.7,37,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462945270664,-105.14027415261229,0.0015443757159673238,3.141592653589793,35,250,1.6399107142108538,-7.164718616206532,7.35,-1.3457853071795862,8360,275.25,1612466749.7
NAN,NAN,NAN,0.1,-4.28,-1.02,-0.23,-4.48,-1.44,0.39,-5.42,-1.58,0.33,-5.9,-1.44,2021-02-04 12:25:49.799,1612466749.8,38,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944715107,-105.1402741498345,0.0028081895863632284,4.130077066028269,35,250,1.6296109676638488,-7.064479322219698,7.249999999999999,-1.3440853071795866,8360,275.25,1612466749.8
NAN,NAN,NAN,-0.12,-4.22,-0.95,0.08,-4.64,-1.38,0.41,-5.26,-1.61,0.04,-6.24,-1.82,2021-02-04 12:25:49.900,1612466749.9,39,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944992885,-105.14027415816784,8.038035339165223e-4,4.552543194497088,35,250,1.5952872934160007,-6.9697602865138375,7.15,-1.3457853071795862,8360,275.25,1612466749.9
NAN,NAN,NAN,0.08,-4.23,-1.05,0.49,-4.71,-1.19,0.52,-5.02,-1.19,0.13,-6.54,-1.91,2021-02-04 12:25:50.000,1612466750,40,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944692096,-105.14027415171421,0.002281410829855034,2.393543775256177,35,250,1.5826683343119843,-6.941867494955605,7.119997427945819,-1.3466388886411222,8360,275.25,1612466750.1
NAN,NAN,NAN,0.16,-4.14,-0.89,0.12,-4.92,-0.95,-0.16,-5.1,-1.48,0.18,-6.06,-2.12,2021-02-04 12:25:50.099,1612466750.1,41,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944692096,-105.14027415449198,0.0015443757159673238,0,35,250,1.5826683343119843,-6.941867494955605,7.119997427945819,-1.3466388886411222,8360,275.25,1612466750.1
NAN,NAN,NAN,0.26,-4.02,-0.43,0.25,-4.64,-1.2,-0.2,-5.61,-2.16,-0.04,-6.03,-2.08,2021-02-04 12:25:50.200,1612466750.2,42,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944969874,-105.14027415171421,0.0011726883705821974,1.5707963267948966,35,250,1.5459404234017267,-6.919405191726561,7.09,-1.3509853071795865,8360,275.25,1612466750.2
NAN,NAN,NAN,0.19,-3.79,-0.69,0.42,-4.41,-1.16,-0.69,-4.15,-2.87,0.11,-6.55,-1.04,2021-02-04 12:25:50.299,1612466750.3,43,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944692096,-105.14027415171421,0.0011727063686974301,1.5707963267948966,35,250,1.4986025508669176,-6.878647424787461,7.04,-1.3562853071795866,8360,275.25,1612466750.3
NAN,NAN,NAN,0.08,-3.89,-0.83,-0.21,-4.54,-0.88,1.34,-4.57,-1.02,0.79,-6.22,-0.82,2021-02-04 12:25:50.400,1612466750.4,44,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944969874,-105.1402741489364,0.0015443757159673238,3.141592653589793,35,250,1.4986025508669176,-6.878647424787461,7.04,-1.3562853071795866,8360,275.15000000000003,1612466750.4
NAN,NAN,NAN,-0.31,-3.78,-1.13,-0.21,-4.4,-1.69,0.81,-4.82,-1.15,0.73,-6.39,-0.93,2021-02-04 12:25:50.500,1612466750.5,45,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944414318,-105.14027415171421,0.0035180753048599926,1.5707963267948966,35,250,1.4614107266857645,-6.937750261282672,7.09,-1.3631853071795865,8360,275.15000000000003,1612466750.5
NAN,NAN,NAN,-0.56,-3.77,-1.42,-0.65,-4.28,-1.89,0.79,-4.51,-1.21,0.75,-7.02,-0.99,2021-02-04 12:25:50.599,1612466750.6,46,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944969874,-105.14027414060308,0.0030887514319346476,0,35,250,1.4371196992156896,-6.942822694706109,7.089999999999999,-1.3666853071795864,8360,275.15000000000003,1612466750.6
NAN,NAN,NAN,-0.31,-3.8,-1.31,-0.88,-4.19,-1.96,0.35,-4.05,-0.45,-0.16,-6.73,-0.33,2021-02-04 12:25:50.700,1612466750.7,47,0,240.013,15.9103,-0.890928,-856.205,16.6952,0.0833524,-1,-0.885858,-870.865,18.3071,0.07195639999999999,-1,12302,14783,254,90,40.59462944969874,-105.14027415171421,0.005616384849174291,4.130080747501237,35,250,1.4366763220605843,-7.0041745513394,7.15,-1.3684853071795866,8360,275.15000000000003,1612466750.7
NAN,NAN,NAN,0.34,-3.5,-1.17,-0.56,-4.38,-2.12,-0.01,-4.05,-1.02,0.01,-6.04,-0.35,2021-02-04 12:25:50.799,1612466750.8,48,0,239.951,15.9135,-0.8914690000000001,-848.2360000000001,16.7374,0.134631,-1,-0.887573,-844.957,16.6433,0.00990083,-1,12298,14742,253,90,40.59462944414318,-105.14027415171421,0.003842140982905274,1.9844495700294178,35,250,1.4611820833061604,-6.9991032939530955,7.15,-1.364985307179585,8360,275.15000000000003,1612466750.8
NAN,NAN,NAN,-0.16,-3.69,-1.19,-1.07,-4.38,-1.64,-0.95,-5.22,-0.99,0.1,-6,-0.84,2021-02-04 12:25:50.900,1612466750.9,49,0,239.951,15.9135,-0.8914690000000001,-848.2360000000001,16.7374,0.134631,-1,-0.887573,-844.957,16.6433,0.00990083,-1,12298,14742,253,90,40.59462944692096,-105.14027414338085,0.002401491376280343,0.14512546811261703,35,250,1.459416337708458,-7.050539266838363,7.2,-1.3666853071795864,8360,275.15000000000003,1612466750.9
NAN,NAN,NAN,-0.59,-2.67,-0.94,-1.18,-4.9,-1.64,-0.57,-5.01,-0.98,-0.52,-6.02,-1.07,2021-02-04 12:25:51.000,1612466751,50,0,239.951,15.9135,-0.8914690000000001,-848.2360000000001,16.7374,0.134631,-1,-0.887573,-844.957,16.6433,0.00990083,-1,12298,14742,253,90,40.5946294484172,-105.14027415089157,0.00212134624078536,4.369856261704188,35,250,1.459416337708458,-7.050539266838363,7.2,-1.3666853071795864,8360,275.15000000000003,1612466751.1
NAN,NAN,NAN,-0.52,-3.22,-0.98,-0.98,-4.47,-1.31,-0.7,-4.95,-0.98,-0.78,-4.8,-0.71,2021-02-04 12:25:51.099,1612466751.1,51,0,239.951,15.9135,-0.8914690000000001,-848.2360000000001,16.7374,0.134631,-1,-0.887573,-844.957,16.6433,0.00990083,-1,12298,14742,253,90,40.59462944563942,-105.1402741481138,0.004779236527835693,2.893689629708946,35,250,1.459416337708458,-7.050539266838363,7.2,-1.3666853071795864,8360,275.15000000000003,1612466751.1
NAN,NAN,NAN,-0.28,-3.4,-0.79,-0.91,-4.54,-0.39,-0.9,-4.71,-1.51,-0.15,-5.7,-0.81,2021-02-04 12:25:51.200,1612466751.2,52,0,239.951,15.9135,-0.8914690000000001,-848.2360000000001,16.7374,0.134631,-1,-0.887573,-844.957,16.6433,0.00990083,-1,12298,14742,253,90,40.59462944008385,-105.1402741481138,0.0019391446992882194,3.7910380768998264,35,250,1.4366763220605843,-7.0041745513394,7.15,-1.3684853071795866,8360,275.15000000000003,1612466751.2
NAN,NAN,NAN,-0.79,-3.18,-1.27,-1.4,-4.05,-1.82,-0.27,-4.8,-0.89,-0.05,-5.64,-0.76,2021-02-04 12:25:51.299,1612466751.3,53,0,239.951,15.9135,-0.8914690000000001,-848.2360000000001,16.7374,0.134631,-1,-0.887573,-844.957,16.6433,0.00990083,-1,12298,14742,253,90,40.594629442861645,-105.14027415089157,0.0019391541379393227,5.633742641192104,35,250,1.4407984456323688,-6.8398976482885585,6.99,-1.3631853071795865,8360,275.15000000000003,1612466751.3
