,nearest10hz,inletNumber,P,T,CH4,H2O,C2H6,R,C1C2,raw_CH4,raw_H2O,raw_C2H6,raw_R,raw_C1C2,batteryCharge,powerInput,current,SOC,Latitude,Longitude,Velocity,Bearing,wind_deviceID,windReference,avg_wind_x,avg_wind_y,avg_windSpeed,avg_windAngle,atmosphericPressure,airTemperature,jointime
14,1612465809.4,0.0,240.016,11.0909,-0.774454,-796.691,1.8123200000000002,-0.11514300000000001,-1.0,-0.7675390000000001,-780.753,2.18407,-0.106298,-1.0,11754.0,14884.0,-679.0,91.0,40.59457078638136,-105.1403103550544,0.004938457196262151,5.030449071082619,35.0,250.0,5.565400970774856,-5.705016392132303,7.97,-0.7977853071795862,8360.0,274.85,1612465809.4
15,1612465809.5,0.0,240.016,11.0909,-0.774454,-796.691,1.8123200000000002,-0.11514300000000001,-1.0,-0.7675390000000001,-780.753,2.18407,-0.106298,-1.0,11754.0,14884.0,-679.0,91.0,40.59457078360358,-105.14031036060993,0.007721883834600855,3.141592653589793,35.0,250.0,5.490666531588363,-5.707800017423124,7.92,-0.8047853071795851,8360.0,274.85,1612465809.5
16,1612465809.6,0.0,240.016,11.0909,-0.774454,-796.691,1.8123200000000002,-0.11514300000000001,-1.0,-0.7675390000000001,-780.753,2.18407,-0.106298,-1.0,11754.0,14884.0,-679.0,91.0,40.59457077249246,-105.1403103550544,0.004779224704752897,2.893693506446576,35.0,250.0,5.505768895680452,-5.762586994341833,7.969999999999999,-0.808185307179586,8360.0,274.85,1612465809.6
17,1612465809.7,0.0,240.016,11.0909,-0.774454,-796.691,1.8123200000000002,-0.11514300000000001,-1.0,-0.7675390000000001,-780.753,2.18407,-0.106298,-1.0,11754.0,14884.0,-679.0,91.0,40.59457077527024,-105.1403103578322,0.0038421383165884704,4.298735498259534,35.0,250.0,5.557508945222931,-5.920176882810776,8.120000000000001,-0.816985307179585,8360.0,274.85,1612465809.7
18,1612465809.8,0.0,240.016,11.0909,-0.774454,-796.691,1.8123200000000002,-0.11514300000000001,-1.0,-0.7675390000000001,-780.753,2.18407,-0.106298,-1.0,11754.0,14884.0,-679.0,91.0,40.59457076971468,-105.14031036338774,0.0038421273296680995,4.298734655394833,35.0,250.0,5.560680116884473,-5.98562750575791,8.169999999999998,-0.8221853071795862,8360.0,274.85,1612465809.8
19,1612465809.9,0.0,240.016,11.0909,-0.774454,-796.691,1.8123200000000002,-0.11514300000000001,-1.0,-0.7675390000000001,-780.753,2.18407,-0.106298,-1.0,11754.0,14884.0,-679.0,91.0,40.59457077249246,-105.14031036616552,0.0025178406024742987,3.690645366711628,35.0,250.0,5.463214445259768,-6.155175702212326,8.23,-0.8448853071795867,8360.0,274.85,1612465809.9
20,1612465810.0,0.0,240.014,11.0963,-0.782129,-795.008,3.08453,-0.140942,-1.0,-0.768972,-775.12,2.53062,-0.11405,-1.0,11775.0,14880.0,-680.0,91.0,40.594570765851614,-105.14031036650026,0.003919002859893798,3.4835094462655474,35.0,250.0,5.218462355249707,-6.492807608950206,8.33,-0.8937853071795864,8360.0,274.85,1612465810.1
21,1612465810.1,0.0,240.014,11.0963,-0.782129,-795.008,3.08453,-0.140942,-1.0,-0.768972,-775.12,2.53062,-0.11405,-1.0,11775.0,14880.0,-680.0,91.0,40.594570765851614,-105.14031036927805,0.001544379666403751,3.141592653589793,35.0,250.0,5.218462355249707,-6.492807608950206,8.33,-0.8937853071795864,8360.0,274.85,1612465810.1
22,1612465810.2,0.0,240.014,11.0963,-0.782129,-795.008,3.08453,-0.140942,-1.0,-0.768972,-775.12,2.53062,-0.11405,-1.0,11775.0,14880.0,-680.0,91.0,40.594570763073826,-105.14031036650026,0.0046331192470291166,3.141592653589793,35.0,250.0,5.112134856335298,-6.640066054689645,8.380000000000003,-0.9146853071795864,8360.0,274.85,1612465810.2
23,1612465810.3,0.0,240.014,11.0963,-0.782129,-795.008,3.08453,-0.140942,-1.0,-0.768972,-775.12,2.53062,-0.11405,-1.0,11775.0,14880.0,-680.0,91.0,40.594570757518284,-105.14031036927805,0.002808191971365605,4.130082202484203,35.0,250.0,5.200593103836351,-6.378615160701404,8.23,-0.8867853071795867,8360.0,274.85,1612465810.3
