timestamp,deviceTimestamp,name,channel,deviceID,sequenceID,windSpeed,windAngle,windReference
1612466736.341114,1612466736.329077,Actisense,WindData,35,55,4.32,5.0177000000000005,250
1612466736.435879,1612466736.429829,Actisense,WindData,35,56,4.47,5.0107,250
1612466736.437809,1612466736.429829,Actisense,WindData,35,57,4.68,4.9915,250
1612466736.437809,1612466736.430827,Actisense,WindData,35,58,4.88,4.9758000000000004,250
1612466736.439804,1612466736.430827,Actisense,WindData,35,59,5.14,4.9549,250
1612466736.442796,1612466736.442796,Actisense,WindData,35,60,5.24,4.9409,250
1612466736.541758,1612466736.541758,Actisense,WindData,35,61,5.45,4.9147,250
1612466736.642832,1612466736.642832,Actisense,WindData,35,62,5.55,4.8903,250
1612466736.7438,1612466736.743614,Actisense,WindData,35,63,5.65,4.8606,250
1612466736.844482,1612466736.844482,Actisense,WindData,35,64,5.7,4.8501,250
1612466736.942904,1612466736.942486,Actisense,WindData,35,65,5.8100000000000005,4.8484,250
1612466737.069278,1612466737.067873,Actisense,WindData,35,66,5.91,4.8501,250
1612466737.143649,1612466737.143401,Actisense,WindData,35,67,6.01,4.8554,250
1612466737.242613,1612466737.242613,Actisense,WindData,35,68,6.0600000000000005,4.8589,250
1612466737.343144,1612466737.343144,Actisense,WindData,35,69,6.12,4.8693,250
1612466737.4396,1612466737.4396,Actisense,WindData,35,70,6.0600000000000005,4.8781,250
1612466737.54438,1612466737.54396,Actisense,WindData,35,71,5.96,4.893800000000001,250
1612466737.643986,1612466737.643226,Actisense,WindData,35,72,5.86,4.9008,250
1612466737.743231,1612466737.743231,Actisense,WindData,35,73,5.86,4.9112,250
1612466737.843136,1612466737.843136,Actisense,WindData,35,74,5.86,4.9165,250
1612466737.941987,1612466737.941987,Actisense,WindData,35,75,5.91,4.9339,250
1612466738.08943,1612466738.088401,Actisense,WindData,35,76,5.91,4.9496,250
1612466738.142626,1612466738.142626,Actisense,WindData,35,77,5.91,4.9793,250
1612466738.245201,1612466738.244982,Actisense,WindData,35,78,5.86,5.014200000000001,250
1612466738.341749,1612466738.341749,Actisense,WindData,35,79,5.76,5.0543000000000005,250
1612466738.444961,1612466738.444961,Actisense,WindData,35,80,5.76,5.077,250
1612466738.54471,1612466738.54471,Actisense,WindData,35,81,5.7,5.0840000000000005,250
1612466738.643431,1612466738.643431,Actisense,WindData,35,82,5.65,5.0840000000000005,250
1612466738.743167,1612466738.743167,Actisense,WindData,35,83,5.6000000000000005,5.080500000000001,250
1612466738.842898,1612466738.842898,Actisense,WindData,35,84,5.8100000000000005,5.080500000000001,250
1612466738.94263,1612466738.94263,Actisense,WindData,35,85,6.01,5.0613,250
1612466739.067864,1612466739.066867,Actisense,WindData,35,86,6.17,5.050800000000001,250
1612466739.143218,1612466739.143093,Actisense,WindData,35,87,6.32,5.0404,250
1612466739.243096,1612466739.243096,Actisense,WindData,35,88,6.37,5.0316,250
1612466739.3421,1612466739.3421,Actisense,WindData,35,89,6.48,5.0229,250
1612466739.443904,1612466739.443904,Actisense,WindData,35,90,6.53,5.0177000000000005,250
1612466739.544016,1612466739.544016,Actisense,WindData,35,91,6.58,5.0177000000000005,250
1612466739.642734,1612466739.642734,Actisense,WindData,35,92,6.58,5.0177000000000005,250
1612466739.742848,1612466739.742848,Actisense,WindData,35,93,6.53,5.0212,250
1612466739.843585,1612466739.841586,Actisense,WindData,35,94,6.48,5.0351,250
1612466739.942348,1612466739.942348,Actisense,WindData,35,95,6.37,5.0631,250
1612466740.091913,1612466740.088921,Actisense,WindData,35,96,6.43,5.0962000000000005,250
1612466740.142441,1612466740.142441,Actisense,WindData,35,97,6.53,5.1538,250
1612466740.241394,1612466740.241394,Actisense,WindData,35,98,6.58,5.187,250
1612466740.342934,1612466740.342934,Actisense,WindData,35,99,6.63,5.2062,250
